,Materials Difficulty
6049,-0.006757008331157444
6050,-0.9633037399721855
6051,-1.0
6052,-0.08406248855520071
6053,-1.0
6054,-1.0
6055,-1.0
6056,-1.0
6057,-1.0
6058,0.013061815877515981
6059,-1.0
6060,0.05023382660060305
6061,-0.20119890890680514
6062,-1.0
6063,-1.0
6064,-1.0
6065,-0.9266074799443711
6066,-1.0
6067,-1.0
6068,-1.0
6069,-0.424397273884049
6070,-0.3059476585361476
6071,-0.12222600492509328
6072,-1.0
6073,-1.0
6074,-1.0
6075,-1.0
6076,-1.0
6077,-0.18190865061813044
6078,-1.0
6079,-1.0
6080,-0.9633037399721855
6081,-1.0
6082,-1.0
6083,-1.0
6084,-1.0
6085,-1.0
6086,0.1955510600674819
6087,-0.9266074799443711
6088,-1.0
6089,-0.15873944238154591
6090,-0.28239053404078396
6091,-0.2836977573163245
6092,-0.1452742257807783
6093,0.26787377696590586
6094,-0.1438195826456652
6095,-1.0
6096,-1.0
6097,-1.0
6098,-1.0
6099,-0.9266074799443711
6100,-0.27882879289244844
6101,-1.0
6102,-1.0
6103,-1.0
6104,-0.44149882408934293
6105,-0.005724035848814424
6106,-0.9633037399721855
6107,-1.0
6108,-0.45983495920206985
6109,-1.0
6110,-1.0
6111,-0.13582811924070204
6112,-1.0
6113,-1.0
6114,0.0502758923561506
6115,-1.0
6116,-0.158387891252443
6117,-1.0
6118,-0.3059158870705142
6119,-1.0
6120,-0.5411489941326041
6121,-1.0
6122,-1.0
6123,-1.0
6124,-1.0
6125,-0.10114876891338531
6126,-0.2798988847721299
6127,-0.15996832999880894
6128,-1.0
6129,-1.0
6130,-0.2489651872786428
6131,-1.0
6132,-0.8654308485467964
6133,-1.0
6134,-1.0
6135,0.003346921402584968
6136,-1.0
6137,-1.0
6138,-0.020596932890447173
6139,-0.22556212837300393
6140,-1.0
6141,-1.0
6142,-1.0
6143,-0.5065001013209534
6144,-0.19464883599552874
6145,-1.0
6146,0.1439745477449097
6147,-1.0
6148,-0.9633037399721855
6149,-0.18735714590273556
6150,-0.9633037399721855
6151,-1.0
6152,0.027609379787788546
6153,-1.0
6154,0.044064622273610965
6155,-0.5207344747677869
6156,-1.0
6157,-0.2884473921130186
6158,-1.0
6159,-0.5090948908769682
6160,0.368514950700924
6161,-1.0
6162,-0.9633037399721855
6163,-1.0
6164,-1.0
6165,-0.2258478519028001
6166,-0.9633037399721855
6167,-1.0
6168,-1.0
6169,0.030968875768047743
6170,-1.0
6171,-0.1672834058957272
6172,-0.2207620828172704
6173,-1.0
6174,-1.0
6175,-1.0
6176,-0.9633037399721855
6177,-1.0
6178,-1.0
6179,-0.47731825528190364
6180,-1.0
6181,-0.9633037399721855
6182,-1.0
6183,-1.0
6184,-1.0
6185,-1.0
6186,-1.0
6187,-0.3612496952195646
6188,-1.0
6189,-1.0
6190,-1.0
6191,-1.0
6192,-1.0
6193,-1.0
6194,-0.9633037399721855
6195,-0.9266074799443711
6196,-0.35007402633359563
6197,-1.0
6198,-1.0
6199,-1.0
6200,-0.35397427600225384
6201,-1.0
6202,-1.0
6203,-1.0
6204,-1.0
6205,-0.03970405864378179
6206,-1.0
6207,-0.44469457905429843
6208,-1.0
6209,-0.9266074799443711
6210,-0.9633037399721855
6211,-0.0028837305669426883
6212,-0.038239825931072335
6213,-1.0
6214,-1.0
6215,-0.43623149105119297
6216,-1.0
6217,-0.5599679949404204
6218,-1.0
6219,-0.9266074799443711
6220,-1.0
6221,-1.0
6222,-1.0
6223,-0.27424828529545375
6224,0.3879361555059906
6225,-1.0
6226,-0.364590368281264
6227,-0.06828703640526446
6228,0.17746601782362803
6229,-1.0
6230,-0.171692747593161
6231,-1.0
6232,-0.9633037399721855
6233,-1.0
6234,-1.0
6235,-1.0
6236,-0.9266074799443711
6237,-1.0
6238,-1.0
6239,-1.0
6240,-1.0
6241,-1.0
6242,-1.0
6243,-0.9633037399721855
6244,-0.9266074799443711
6245,0.16188251205317017
6246,0.0956727380521949
6247,-1.0
6248,-0.9266074799443711
6249,0.04800079456305051
6250,-0.05710853566764318
6251,-0.04614821090135024
6252,-1.0
6253,-1.0
6254,-0.9633037399721855
6255,-1.0
6256,0.1639960272160852
6257,-1.0
6258,-1.0
6259,-1.0
6260,-0.11583249299096321
6261,-0.2548767391091161
6262,-1.0
6263,-0.43112482356918147
6264,-0.5452740718225169
6265,-1.0
6266,-0.35391443781657994
6267,-1.0
6268,-0.1969355773949687
6269,-1.0
6270,-0.5759441163433194
6271,0.07421363890840582
6272,-1.0
6273,-1.0
6274,-1.0
6275,-1.0
6276,-1.0
6277,-1.0
6278,-0.9633037399721855
6279,-0.2971732010440977
6280,-1.0
6281,-1.0
6282,-1.0
6283,-1.0
6284,-0.6381343479369508
6285,-1.0
6286,-1.0
6287,-1.0
6288,-1.0
6289,-0.4869608306921829
6290,-0.9266074799443711
6291,-0.11432919638585992
6292,-0.1492618901844761
6293,-1.0
6294,-1.0
6295,-1.0
6296,-1.0
6297,-0.3584614475966389
6298,-0.020651737469051135
6299,-0.03758609238446431
6300,-1.0
6301,-1.0
6302,-0.4622329992950882
6303,-1.0
6304,0.06687843572531516
6305,0.044933630695423776
6306,-0.5163500175640456
6307,-1.0
6308,-1.0
6309,-1.0
6310,-0.47141501321678025
6311,0.17110443670429376
6312,-1.0
6313,-1.0
6314,-0.0227896896774491
6315,-1.0
6316,-1.0
6317,-1.0
6318,-1.0
6319,-0.5387952296790584
6320,-1.0
6321,-1.0
6322,-1.0
6323,0.09067677434923738
6324,-1.0
6325,-1.0
6326,0.1337733227703226
6327,-1.0
6328,-1.0
6329,-1.0
6330,-1.0
6331,-1.0
6332,-1.0
6333,-1.0
6334,-1.0
6335,-1.0
6336,-0.9633037399721855
6337,-1.0
6338,-0.49332675568977014
6339,-1.0
6340,-1.0
6341,-1.0
6342,-0.5247869716318703
6343,-1.0
6344,-0.9633037399721855
6345,0.09898144954885013
6346,-0.11693371924920792
6347,-0.27559123130359775
6348,-1.0
6349,-1.0
6350,-1.0
6351,-1.0
6352,-1.0
6353,-1.0
6354,-0.20365422284899581
6355,-1.0
6356,-1.0
6357,-1.0
6358,-0.013244973687865702
6359,-1.0
6360,-0.0015566465557468323
6361,-1.0
6362,-1.0
6363,0.013299271861253903
6364,-1.0
6365,-0.9633037399721855
6366,-1.0
6367,0.01062064036529109
6368,-0.5374161704594964
6369,-1.0
6370,-0.09808994462714782
6371,-0.559817804012742
6372,-1.0
6373,-0.30275337560052307
6374,-1.0
6375,-1.0
6376,-1.0
6377,-0.4173276957181865
6378,-1.0
6379,-0.4759256619924511
6380,-1.0
6381,-1.0
6382,-1.0
6383,-0.22422974449972
6384,-1.0
6385,-0.1401283278028913
6386,-1.0
6387,-0.9266074799443711
6388,-1.0
6389,-1.0
6390,-0.013241237478072376
6391,-1.0
6392,-0.2849014167785897
6393,-1.0
6394,-1.0
6395,-0.10907111199361197
6396,-0.22988931640666477
6397,-1.0
6398,0.11472630512919291
6399,-1.0
6400,-1.0
6401,-0.49078985710862466
6402,-0.2613346570542864
6403,-1.0
6404,-1.0
6405,-1.0
6406,-1.0
6407,-1.0
6408,-0.9633037399721855
6409,-0.2789289264056556
6410,-1.0
6411,-1.0
6412,-1.0
6413,-1.0
6414,-1.0
6415,-0.0059731474355828595
6416,-1.0
6417,-1.0
6418,-1.0
6419,-1.0
6420,-1.0
6421,-0.48177532096154874
6422,-1.0
6423,-1.0
6424,-0.9633037399721855
6425,-1.0
6426,-1.0
6427,-1.0
6428,-1.0
6429,-1.0
6430,-0.22977451364763213
6431,-1.0
6432,-1.0
6433,-1.0
6434,-0.17720278162303638
6435,-1.0
6436,-1.0
6437,-1.0
6438,0.05312495007350515
6439,-1.0
6440,-0.8899112199165566
6441,-1.0
6442,-0.5028393117630708
6443,0.03503224432282637
6444,-1.0
6445,-1.0
6446,-0.43612677245037934
6447,-1.0
6448,-1.0
6449,-0.05848730171385019
6450,-1.0
6451,-0.5301886311185396
6452,-1.0
6453,-1.0
6454,-1.0
6455,-1.0
6456,-0.09141701785754486
6457,-0.19372248441222872
6458,-0.26237526598900707
6459,-0.9633037399721855
6460,-1.0
6461,-1.0
6462,-1.0
6463,-0.9633037399721855
6464,-1.0
6465,0.056788796738251435
6466,-1.0
6467,-1.0
6468,-0.5272058919569494
6469,-1.0
6470,-1.0
6471,-1.0
6472,-1.0
6473,-0.14953686819110623
6474,-1.0
6475,-1.0
6476,-0.2668609103431464
6477,-1.0
6478,-0.12693094809539351
6479,-1.0
6480,-1.0
6481,-1.0
6482,-0.06284163259475406
6483,-0.041444419355675444
6484,-1.0
6485,-0.2014176631391945
6486,-1.0
6487,-1.0
6488,-0.09302601960360257
6489,-1.0
6490,-1.0
6491,-1.0
6492,-0.01748978482453234
6493,-1.0
6494,-1.0
6495,-1.0
6496,-0.07173146110694306
6497,-1.0
6498,-1.0
6499,-1.0
6500,-1.0
6501,-1.0
6502,-1.0
6503,-1.0
6504,-1.0
6505,-0.24178239953758407
6506,-1.0
6507,-1.0
6508,-1.0
6509,-0.5086762025108122
6510,-1.0
6511,0.10135704943108381
6512,-1.0
6513,0.09219023723805297
6514,-0.4612995450058568
6515,-0.5379659755298702
6516,0.0013129119424608593
6517,-1.0
6518,-0.19888906759558922
6519,-1.0
6520,-1.0
6521,-0.11368380256277755
6522,-1.0
6523,0.05805236718207074
6524,-1.0
6525,0.2958088961880345
6526,0.356570014684755
6527,-0.3972593023004849
6528,-1.0
6529,-0.5916732177155675
6530,-0.9633037399721855
6531,-1.0
6532,-0.2302290748461756
6533,-0.9633037399721855
6534,-1.0
6535,-1.0
6536,-1.0
6537,-1.0
6538,-1.0
6539,-1.0
6540,0.09281601436219233
6541,-0.4489969991287185
6542,-1.0
6543,-0.9633037399721855
6544,-1.0
6545,-0.5387527494429123
6546,-0.5748871799864028
6547,-1.0
6548,-1.0
6549,-0.12940109417053014
6550,-1.0
6551,-1.0
6552,-1.0
6553,-0.30931877228889115
6554,-1.0
6555,-1.0
6556,-1.0
6557,-0.5146089312104748
6558,1.0
6559,-0.05718444157620095
6560,-1.0
6561,-1.0
6562,-1.0
6563,-0.043775127919652324
6564,-1.0
6565,-1.0
6566,-0.12547336056589387
6567,-1.0
6568,-0.9633037399721855
6569,-1.0
6570,-0.21068858236027166
6571,-0.5571477357630461
6572,-1.0
6573,-1.0
6574,-1.0
6575,-1.0
6576,-1.0
6577,-0.9633037399721855
6578,-1.0
6579,0.3627341512697424
6580,-1.0
6581,-0.49461928417355794
6582,-1.0
6583,-1.0
6584,0.06535410888430526
6585,-0.1515542791676847
6586,-1.0
6587,-1.0
6588,-1.0
6589,-0.36754516778871027
6590,-0.3130025259703486
6591,-1.0
6592,-1.0
6593,-0.36964122704343294
6594,-0.20590064712286027
6595,0.062129560481246404
6596,-1.0
6597,-0.9633037399721855
6598,-1.0
6599,-0.2596430888403686
6600,-0.1108819212956853
6601,-0.03635674460711513
6602,-0.3029385714783964
6603,-0.45746407745353734
6604,-1.0
6605,-1.0
6606,-0.9633037399721855
6607,-1.0
6608,-0.05055121578738364
6609,-1.0
6610,-1.0
6611,-1.0
6612,-1.0
6613,0.145181451012931
6614,-0.30802259452363323
6615,0.2371024959990895
6616,-0.5382237616655197
6617,-1.0
6618,-1.0
6619,-0.5622518683227439
6620,-1.0
6621,-1.0
6622,-1.0
6623,-1.0
6624,0.15620719249685222
6625,-1.0
6626,-1.0
6627,0.030343609533344473
6628,-0.9633037399721855
6629,-1.0
6630,-1.0
6631,-0.49091136642118227
6632,-1.0
6633,-0.11585508380961318
6634,-1.0
6635,-0.32164424139168213
6636,0.022322885946113757
6637,-1.0
6638,-1.0
6639,-1.0
6640,-0.299371191553209
6641,-1.0
6642,-1.0
6643,-0.25305525762600145
6644,-1.0
6645,-0.8899112199165566
6646,-1.0
6647,-1.0
6648,-1.0
6649,-0.2826375858375344
6650,-0.9633037399721855
6651,-1.0
6652,-0.9633037399721855
6653,-0.49799785634969573
6654,-1.0
6655,-1.0
6656,-1.0
6657,-1.0
6658,-0.008146823671066894
6659,0.0897355337995156
6660,-1.0
6661,-0.9266074799443711
6662,-1.0
6663,-0.05396592103586051
6664,-1.0
6665,-0.45551557221130035
6666,-1.0
6667,-0.024261906059904748
6668,-1.0
6669,0.0090588539176919
6670,-0.012444615604679354
6671,-1.0
6672,-1.0
6673,-1.0
6674,0.2841346557580402
6675,-1.0
6676,-1.0
6677,-0.20126309969478262
6678,-1.0
6679,-1.0
6680,-1.0
6681,-0.2563141420936911
6682,-1.0
6683,-1.0
6684,-1.0
6685,-1.0
6686,-0.04938822706576218
6687,0.2167640936418611
6688,-1.0
6689,-1.0
6690,-0.9633037399721855
6691,-1.0
6692,-1.0
6693,-1.0
6694,-0.0704009904860704
6695,-1.0
6696,-1.0
6697,-0.5509704251597115
6698,-0.19777591488132173
6699,-1.0
6700,-1.0
6701,-1.0
6702,-0.9633037399721855
6703,-1.0
6704,-1.0
6705,-1.0
6706,-1.0
6707,-1.0
6708,-1.0
6709,-1.0
6710,-0.2393121566828067
6711,0.23650364667859547
6712,-1.0
6713,-0.11600250508453713
6714,-1.0
6715,0.11162018663741446
6716,-0.1928226029720077
6717,-0.25057807318351955
6718,-1.0
6719,-0.18499323670598233
6720,-0.2358680905158933
6721,-0.9266074799443711
6722,-1.0
6723,0.14735318776196982
6724,-0.1513666464904858
6725,0.20182068929684172
6726,-0.15553012229451046
6727,-1.0
6728,-1.0
6729,-0.9266074799443711
6730,-1.0
6731,-0.14554026931009523
6732,-0.25861655582628407
6733,-1.0
6734,-0.9633037399721855
6735,-1.0
6736,-1.0
6737,-1.0
6738,-1.0
6739,-1.0
6740,-0.06462394977078023
6741,-1.0
6742,-1.0
6743,-1.0
6744,-1.0
6745,-0.24461239489956377
6746,0.21237724498728916
6747,-0.1907115423194904
6748,-1.0
6749,-1.0
6750,-1.0
6751,-1.0
6752,-0.42597508288890984
6753,-0.17871812923883124
6754,-1.0
6755,-0.12434065714390863
6756,-0.5143198650659921
6757,-1.0
6758,-1.0
6759,-1.0
6760,-0.03967745431526826
6761,-1.0
6762,-1.0
6763,-1.0
6764,-1.0
6765,-1.0
6766,-0.24723942464387905
6767,-0.9266074799443711
6768,-0.0645791045578078
6769,-0.5347340892634063
6770,0.28582752496936137
6771,-1.0
6772,-1.0
6773,-1.0
6774,-1.0
6775,-0.036860585857481754
6776,-1.0
6777,-1.0
6778,-1.0
6779,0.33058378837221736
6780,-1.0
6781,-1.0
6782,-0.2386918405180415
6783,-0.19576053677812089
6784,-0.5239818738767689
6785,-1.0
6786,-0.9633037399721855
6787,-0.9633037399721855
6788,-0.04496674638498688
6789,-1.0
6790,-1.0
6791,-0.4465794780501371
6792,-0.5584499597499051
6793,-1.0
6794,-1.0
6795,0.17844901602922225
6796,-1.0
6797,-1.0
6798,-0.12084358382848814
6799,-1.0
6800,-1.0
6801,0.06159344559664981
6802,-1.0
6803,-0.9633037399721855
6804,-0.9266074799443711
6805,0.06448485581015251
6806,-1.0
6807,-0.11652964884865047
6808,-1.0
6809,-1.0
6810,-1.0
6811,-0.5122795239558583
6812,-0.3143917867152428
6813,-0.2257992661918119
6814,-0.24466617375231114
6815,-1.0
6816,-1.0
6817,-1.0
6818,-0.9633037399721855
6819,-0.3452592570207118
6820,-1.0
6821,-1.0
6822,-1.0
6823,-0.5540122510195411
6824,-1.0
6825,-0.5722551595717302
6826,-1.0
6827,-1.0
6828,-1.0
6829,-1.0
6830,-0.3431974621414655
6831,-1.0
6832,-1.0
6833,-1.0
6834,-0.478145852267551
6835,-1.0
6836,-0.2698943364643098
6837,-1.0
6838,-1.0
6839,-1.0
6840,-0.17069696683577473
6841,-1.0
6842,-0.9633037399721855
6843,-1.0
6844,-0.49575129083926917
6845,-0.9266074799443711
6846,-1.0
6847,-1.0
6848,-1.0
6849,-1.0
6850,-1.0
6851,-0.2848095464716396
6852,-1.0
6853,-1.0
6854,-0.9633037399721855
6855,-1.0
6856,-0.2521620023813833
6857,-1.0
6858,-0.5328914475873542
6859,-1.0
6860,-0.9266074799443711
6861,-1.0
6862,-1.0
6863,-0.2053930854562015
6864,-1.0
6865,-0.06642877079482823
6866,-0.2571217857174012
6867,-1.0
6868,-1.0
6869,-0.9633037399721855
6870,-1.0
6871,-1.0
6872,0.017407578076239494
6873,-0.2535573979886597
6874,-1.0
6875,-0.05958851381249275
6876,-1.0
6877,-1.0
6878,-1.0
6879,-0.18264712702236485
6880,-1.0
6881,-1.0
6882,-1.0
6883,-1.0
6884,-0.46660121741820304
6885,-0.18049940193737957
6886,-1.0
6887,-0.18172221243245978
6888,-0.5266409736474044
6889,-1.0
6890,-0.5199638316312147
6891,-1.0
6892,0.1088460817943
6893,-1.0
6894,-0.9266074799443711
6895,-0.08002806636866577
6896,-1.0
6897,-1.0
6898,-0.3488614786658695
6899,-0.5292448679535995
6900,-0.9633037399721855
6901,0.0805201162433995
6902,-1.0
6903,-1.0
6904,-0.06455194986314583
6905,-0.1079314919415475
6906,-1.0
6907,-0.47643446356407104
6908,-1.0
6909,-1.0
6910,-1.0
6911,-1.0
6912,0.06328459270206732
6913,-1.0
6914,-0.18258389754575266
6915,-1.0
6916,-0.24817331533757092
6917,-1.0
6918,0.020312755486117995
6919,-1.0
6920,-1.0
6921,-1.0
6922,-1.0
6923,-1.0
6924,-1.0
6925,-0.493368645482388
6926,-0.03455358742669268
6927,-1.0
6928,-1.0
6929,0.2629280730705359
6930,0.1284374230079941
6931,-0.9266074799443711
6932,-1.0
6933,-1.0
6934,-1.0
6935,0.19365821991380106
6936,-0.4764106801887521
6937,-0.5484370213162408
6938,-1.0
6939,-1.0
6940,-1.0
6941,-1.0
6942,-0.26502689951901315
6943,-1.0
6944,0.13364873266367083
6945,-1.0
6946,-0.9633037399721855
6947,0.06236939311164047
6948,-0.9633037399721855
6949,-1.0
6950,-1.0
6951,-0.1543641885739404
6952,-0.5086583199546852
6953,-1.0
6954,-0.09100436501506604
6955,-0.2728240318327617
6956,-0.9633037399721855
6957,-1.0
6958,-1.0
6959,-1.0
6960,0.09548105405863772
6961,0.19151893971635991
6962,-1.0
6963,-0.2509367019764688
6964,-1.0
6965,-0.452678303730091
6966,-1.0
6967,-1.0
6968,-1.0
6969,0.0920423790639211
6970,-0.4675685999568976
6971,-1.0
6972,-0.5198971217489882
6973,-1.0
6974,-1.0
6975,-0.15696993607776755
6976,-0.011592398307969765
6977,-0.196600099747817
6978,-1.0
6979,-0.15560610108508777
6980,-0.4716593054621081
6981,-0.9633037399721855
6982,-1.0
6983,-0.07040047509565928
6984,-0.43025884725453833
6985,-1.0
6986,-0.9266074799443711
6987,-0.06073213756710172
6988,-1.0
6989,-1.0
6990,-0.22001732348280112
6991,-1.0
6992,-1.0
6993,-0.00940949893090881
6994,-0.9633037399721855
6995,0.10424651567254362
6996,0.27573244318556944
6997,-1.0
6998,-1.0
6999,-1.0
7000,-1.0
7001,-1.0
7002,-1.0
7003,-1.0
7004,-1.0
7005,-0.9633037399721855
7006,-1.0
7007,-1.0
7008,-0.11947071093296491
7009,-1.0
7010,-1.0
7011,-0.4892008474832479
7012,-1.0
7013,-0.13408675148984672
7014,-1.0
7015,-0.9633037399721855
7016,-1.0
7017,-1.0
7018,-1.0
7019,-0.9266074799443711
7020,-0.08980581636097207
7021,-0.23918098019357592
7022,-0.9633037399721855
7023,-0.05863470024203954
7024,-0.1394868746964516
7025,-0.14712624549037823
7026,-1.0
7027,-0.2333863134773866
7028,-0.9633037399721855
7029,-1.0
7030,-0.28037452390220585
7031,-1.0
7032,-0.4720998353265373
7033,-1.0
7034,-1.0
7035,-0.4484336253502006
7036,-1.0
7037,-0.13857295092421706
7038,-1.0
7039,-1.0
7040,-1.0
7041,-0.2040060113074651
7042,0.012291230698734834
7043,-1.0
7044,-0.4967020135285778
7045,-0.6030400751145031
7046,-0.9266074799443711
7047,-1.0
7048,-0.2074226024834086
7049,-0.24587449115192184
7050,-1.0
7051,-0.9633037399721855
7052,-1.0
7053,-1.0
7054,-1.0
7055,-0.28141761422319245
7056,-0.1955359537672411
7057,-1.0
7058,-0.2347950694516726
7059,-0.18815560401677045
7060,-0.9633037399721855
7061,-1.0
7062,-1.0
7063,-0.05019092962715965
7064,-0.2139408516762299
7065,-1.0
7066,-1.0
7067,-1.0
7068,-1.0
7069,-0.19591121679241263
7070,-1.0
7071,-1.0
7072,-1.0
7073,-0.9633037399721855
7074,-1.0
7075,-0.5287301316430776
7076,-0.11211504188342802
7077,-1.0
7078,-1.0
7079,-1.0
7080,-1.0
7081,-0.26134171304002873
7082,-1.0
7083,-0.15055639083539374
7084,-1.0
7085,-0.2944346174031367
7086,-1.0
7087,-1.0
7088,-1.0
7089,0.29226595785006615
7090,-0.10234723765951648
7091,-0.9633037399721855
7092,-1.0
7093,-0.12044966852368455
7094,-0.08487298125003429
7095,-0.2500943288069166
7096,-0.061018604494334494
7097,-0.9633037399721855
7098,0.1272594807313745
7099,-0.10102732382291568
7100,-0.1280365159577994
7101,-1.0
7102,-1.0
7103,-1.0
7104,-0.9633037399721855
7105,-0.9633037399721855
7106,-1.0
7107,-0.01240916955796778
7108,-1.0
7109,-0.16302156545208402
7110,-0.1725576413724298
7111,-1.0
7112,-0.32389681226946054
7113,-0.1669264298729285
7114,0.08297356597442995
7115,-0.9633037399721855
7116,-1.0
7117,-1.0
7118,-1.0
7119,-1.0
7120,-1.0
7121,-0.018759801247461905
7122,-1.0
7123,-0.9633037399721855
7124,-1.0
7125,-1.0
7126,-1.0
7127,-1.0
7128,0.036732253660091585
7129,-0.4904365487262137
7130,-1.0
7131,-0.26208624958105153
7132,-1.0
7133,-1.0
7134,-1.0
7135,-0.22507905178544219
7136,-1.0
7137,-0.9633037399721855
7138,-0.007933374427313566
7139,-1.0
7140,-0.9633037399721855
7141,-0.9633037399721855
7142,0.04353411971939147
7143,-1.0
7144,-1.0
7145,-1.0
7146,-1.0
7147,-0.13000866970806968
7148,-1.0
7149,-1.0
7150,0.3607534455231669
7151,-0.4923003396511386
7152,-1.0
7153,-1.0
7154,-1.0
7155,-0.3755075529315248
7156,-1.0
7157,-1.0
7158,-1.0
7159,-0.49520886715546364
7160,-1.0
7161,-0.6082788408173117
7162,-0.10287429901334433
7163,-0.061222140609824005
7164,-1.0
7165,-1.0
7166,0.038196537753532045
7167,-1.0
7168,-1.0
7169,-1.0
7170,-1.0
7171,-0.009930670265716701
7172,-1.0
7173,-1.0
7174,-1.0
7175,-1.0
7176,0.14939634232346788
7177,-0.9633037399721855
7178,-0.31851373330969457
7179,-1.0
7180,-0.19801961885649755
7181,-0.18599159803540044
7182,-1.0
7183,-1.0
7184,-1.0
7185,-1.0
7186,-1.0
7187,-0.02963531547423881
7188,-1.0
7189,-1.0
7190,0.15776145554349386
7191,-1.0
7192,-0.17735698760264273
7193,-1.0
7194,-1.0
7195,-1.0
7196,-0.17410983135122415
7197,-0.9633037399721855
7198,0.020508428742598728
7199,-0.28693715500423966
7200,-1.0
7201,-0.3009934239432718
7202,-1.0
7203,0.08928050056233183
7204,-1.0
7205,-0.24814313905195584
7206,-1.0
7207,-1.0
7208,-1.0
7209,-1.0
7210,-0.4923726087815482
7211,-0.19006529899317237
7212,0.17284406118236517
7213,-0.9633037399721855
7214,-0.9633037399721855
7215,-1.0
7216,-0.15254890669862753
7217,-0.26227974516830044
7218,-1.0
7219,-1.0
7220,-1.0
7221,-0.0662943506602951
7222,-0.29781847576238696
7223,-1.0
7224,-1.0
7225,0.014449659954010485
7226,-0.9633037399721855
7227,-1.0
7228,-1.0
7229,-1.0
7230,-0.293290998271471
7231,-1.0
7232,-0.1246539212144826
7233,-1.0
7234,-0.23293997599275684
7235,-0.4799091617623764
7236,-1.0
7237,-0.20061833240621985
7238,-1.0
7239,-1.0
7240,-1.0
7241,-1.0
7242,-1.0
7243,-0.27004855595564403
7244,-1.0
7245,-1.0
7246,-1.0
7247,-0.2541276164854277
7248,-1.0
7249,-1.0
7250,-0.9633037399721855
7251,-0.4221182960916108
7252,-1.0
7253,-1.0
7254,-0.24220361172411542
7255,-1.0
7256,0.0004971750716136203
7257,-1.0
7258,-1.0
7259,-1.0
7260,-1.0
7261,-0.26506545121754865
7262,-0.3418089538194291
7263,-1.0
7264,-1.0
7265,-1.0
7266,0.07734678465257283
7267,-1.0
7268,-1.0
7269,-1.0
7270,-0.03323393556883403
7271,-1.0
7272,-0.036123334212538216
7273,-1.0
7274,-1.0
7275,-1.0
7276,-0.5719747531379342
7277,-1.0
7278,-1.0
7279,-1.0
7280,-0.9633037399721855
7281,-0.17753106082732528
7282,-1.0
7283,0.01239676775884857
7284,-1.0
7285,-1.0
7286,-1.0
7287,-1.0
7288,-0.5609559570226188
7289,-1.0
7290,-1.0
7291,-1.0
7292,-1.0
7293,-1.0
7294,-0.09001107161374688
7295,-1.0
7296,-1.0
7297,0.046119855951588073
7298,0.02609841097924659
7299,-0.38671192398028975
7300,-1.0
7301,-1.0
7302,-1.0
7303,-0.27961767787945446
7304,-0.11923456752558503
7305,-1.0
7306,-0.15799244134237667
7307,-0.8899112199165566
7308,-1.0
7309,-1.0
7310,-0.15118663081589834
7311,-0.3696180538304067
7312,-1.0
7313,-1.0
7314,0.3253030994741617
7315,-1.0
7316,-0.5058284029408203
7317,-0.39824017831869474
7318,-1.0
7319,-1.0
7320,-1.0
7321,-1.0
7322,-1.0
7323,-1.0
7324,0.22835612681423423
7325,-0.04449523361338603
7326,-1.0
7327,-1.0
7328,-0.28377141416928753
7329,-1.0
7330,-0.289735936305312
7331,-0.11740542796606035
7332,-1.0
7333,0.2617765765495994
7334,-1.0
7335,-1.0
7336,-1.0
7337,-1.0
7338,-1.0
7339,-0.1459533593657928
7340,-1.0
7341,-0.9266074799443711
7342,-1.0
7343,-1.0
7344,-1.0
7345,-0.015611427104122111
7346,-1.0
7347,-0.042026237774505315
7348,-1.0
7349,-1.0
7350,-0.4351910839584048
7351,-0.25729424476199336
7352,-0.2846527678699149
7353,0.20297495493054707
7354,-0.9633037399721855
7355,-1.0
7356,-0.021441696601230742
7357,-1.0
7358,0.07947923712620275
7359,-0.15598310292719153
7360,0.0689351470066264
7361,-0.23298008214475419
7362,-0.46523814581895373
7363,-0.23615633864303398
7364,-1.0
7365,-0.12259067288826431
7366,-0.9633037399721855
7367,-1.0
7368,0.14949596693289458
7369,0.08412079310309495
7370,-1.0
7371,-1.0
7372,-1.0
7373,0.274518436274904
7374,-0.9633037399721855
7375,-1.0
7376,-1.0
7377,-0.08347015548229375
7378,-1.0
7379,-1.0
7380,-1.0
7381,-0.18861126846763832
7382,0.053944428594609795
7383,-1.0
7384,-1.0
7385,-0.21641250445999338
7386,0.08943090145737354
7387,-1.0
7388,-1.0
7389,-1.0
7390,-0.5058981489045005
7391,-1.0
7392,-0.9633037399721855
7393,-1.0
7394,-1.0
7395,-1.0
7396,-0.9266074799443711
7397,-1.0
7398,-1.0
7399,-1.0
7400,-0.2305860150892487
7401,0.03739186020939522
7402,-0.02130163943789154
7403,-1.0
7404,-1.0
7405,-1.0
7406,-0.20037765722567713
7407,-0.5590128260650638
7408,-1.0
7409,-1.0
7410,-1.0
7411,-0.02819053505614777
7412,-1.0
7413,-1.0
7414,-1.0
7415,-1.0
7416,-0.008357082781866643
7417,-1.0
7418,-0.9633037399721855
7419,-1.0
7420,-0.42786111910636293
7421,-0.004773003490414762
7422,-0.9633037399721855
7423,-0.5273268471163614
7424,-1.0
7425,-1.0
7426,-1.0
7427,-0.17344976950750457
7428,-1.0
7429,-1.0
7430,-0.9266074799443711
7431,0.09110401335317153
7432,-1.0
7433,-1.0
7434,-1.0
7435,-1.0
7436,-1.0
7437,-0.9266074799443711
7438,-1.0
7439,-1.0
7440,-1.0
7441,-1.0
