Material Index,Materials Difficulty,Questions Numbers,Topics
6659,3.3600000000000003,4,3
6660,-1.68,1,0
6661,3.37,3,4
6662,-1.67,1,1
6663,3.3800000000000003,4,2
6664,0.1099999999999999,1,4
6665,1.22,2,0
6666,-2.51,1,0
6667,3.39,4,4
6668,-3.0,1,4
6669,3.4000000000000004,4,0
6670,2.22,3,4
6671,-1.66,1,4
6672,0.1199999999999999,1,4
6673,-1.65,1,0
6674,3.41,4,2
6675,-0.5599999999999998,1,4
6676,0.1299999999999999,1,0
6677,3.4200000000000004,4,3
6678,-0.5499999999999998,1,4
6679,-0.5399999999999998,1,3
6680,-0.5299999999999998,1,0
6681,2.23,3,0
6682,0.1399999999999999,1,2
6683,-1.64,1,4
6684,-2.99,1,4
6685,-0.5199999999999998,1,4
6686,3.43,4,4
6687,3.4400000000000004,4,0
6688,0.15,1,4
6689,-1.63,1,4
6690,1.23,2,1
6691,-1.62,1,0
6692,-0.5099999999999998,1,4
6693,-1.0,1,2
6694,2.24,3,1
6695,-1.61,1,0
6696,-0.99,1,4
6697,1.24,2,0
6698,2.25,3,4
6699,-2.98,1,3
6700,-1.6,1,4
6701,-0.98,1,0
6702,1.25,2,4
6703,-1.59,1,0
6704,-2.97,1,0
6705,0.16,1,4
6706,-0.97,1,0
6707,-0.96,1,0
6708,0.17,1,0
6709,-0.95,1,4
6710,2.26,3,1
6711,3.45,4,3
6712,-1.5799999999999998,1,4
6713,2.27,3,4
6714,-1.5699999999999998,1,0
6715,3.4600000000000004,4,3
6716,2.28,3,0
6717,2.29,3,4
6718,-0.94,1,0
6719,2.3000000000000003,3,4
6720,3.47,3,3
6721,2.31,3,4
6722,-0.93,1,4
6723,3.4800000000000004,4,2
6724,2.3200000000000003,3,0
6725,3.49,4,2
6726,2.33,3,4
6727,-1.5599999999999998,1,0
6728,-0.92,1,2
6729,2.3400000000000003,3,4
6730,-0.91,1,4
6731,2.35,3,4
6732,2.3600000000000003,3,4
6733,-1.5499999999999998,1,0
6734,1.26,2,4
6735,-1.5399999999999998,1,4
6736,0.18,1,2
6737,-2.96,1,4
6738,-0.9,1,0
6739,-0.89,1,0
6740,3.0,4,4
6741,0.19,1,0
6742,0.2,1,0
6743,-2.95,1,3
6744,-2.94,1,4
6745,2.37,3,0
6746,3.01,4,3
6747,3.02,3,3
6748,-2.93,1,4
6749,-1.5299999999999998,1,2
6750,-0.88,1,0
6751,-1.5199999999999998,1,4
6752,2.3800000000000003,3,2
6753,3.03,4,3
6754,-0.87,1,4
6755,2.39,3,3
6756,1.27,2,3
6757,-2.92,1,4
6758,-2.91,1,0
6759,-2.9,1,4
6760,3.04,4,0
6761,-0.86,1,4
6762,-1.5099999999999998,1,4
6763,-0.85,1,2
6764,0.21,1,3
6765,0.22,1,4
6766,2.4000000000000004,3,4
6767,2.41,3,4
6768,3.05,4,3
6769,1.28,2,0
6770,3.06,4,2
6771,0.23,1,4
6772,-2.0,1,0
6773,-0.84,1,4
6774,-0.83,1,0
6775,3.07,4,3
6776,0.24,1,2
6777,-2.89,1,4
6778,-2.88,1,4
6779,3.08,4,2
6780,0.25,1,0
6781,-0.82,1,4
6782,2.4200000000000004,3,2
6783,2.43,3,0
6784,1.29,2,4
6785,-0.8099999999999999,1,4
6786,1.3,2,3
6787,1.31,2,4
6788,3.09,4,4
6789,0.26,1,2
6790,0.2700000000000001,1,4
6791,1.32,2,4
6792,1.33,2,0
6793,-1.99,1,4
6794,-1.98,1,0
6795,3.1,4,2
6796,0.2800000000000001,1,4
6797,-1.97,1,4
6798,1.34,4,0
6799,-2.87,1,3
6800,-1.96,1,4
6801,3.11,4,0
6802,0.2900000000000001,1,4
6803,1.35,2,1
6804,2.4400000000000004,3,1
6805,3.12,4,2
6806,0.3000000000000001,1,3
6807,3.13,4,3
6808,-0.7999999999999999,1,0
6809,-2.86,1,3
6810,-0.7899999999999999,1,4
6811,1.36,2,3
6812,3.14,3,2
6813,2.45,3,4
6814,2.4600000000000004,3,4
6815,0.3100000000000001,1,4
6816,-0.7799999999999999,1,4
6817,0.3200000000000001,1,0
6818,1.37,2,1
6819,2.47,3,0
6820,-0.7699999999999999,1,0
6821,-1.95,1,4
6822,0.3300000000000001,1,0
6823,1.38,2,1
6824,-0.7599999999999999,1,0
6825,1.39,2,4
6826,-1.94,1,4
6827,-1.93,1,2
6828,-0.75,1,0
6829,0.3400000000000001,1,1
6830,2.4800000000000004,3,2
6831,-1.92,1,4
6832,-1.91,1,0
6833,-1.9,1,0
6834,1.4,2,3
6835,0.3500000000000001,1,4
6836,2.49,3,0
6837,-1.89,1,4
6838,0.3600000000000001,1,4
6839,-1.88,1,4
6840,2.0,3,4
6841,-0.74,1,0
6842,1.41,2,4
6843,-2.85,1,1
6844,1.4200000000000002,2,4
6845,2.01,3,3
6846,-0.73,1,4
6847,-0.72,1,0
6848,-0.71,1,0
6849,-0.7,1,0
6850,-0.69,1,4
6851,2.02,3,4
6852,0.3700000000000001,1,4
6853,-1.87,1,0
6854,1.4300000000000002,2,4
6855,-0.6799999999999999,1,4
6856,2.03,3,1
6857,-1.86,1,1
6858,1.4400000000000002,2,4
6859,0.3800000000000001,1,3
6860,2.04,3,0
6861,-0.6699999999999999,1,0
6862,0.3900000000000002,1,4
6863,2.05,3,0
6864,-1.85,1,4
6865,3.15,4,0
6866,3.16,3,4
6867,-1.84,1,0
6868,0.4000000000000002,1,4
6869,1.4500000000000002,2,4
6870,-2.84,1,0
6871,-1.83,1,4
6872,3.17,4,4
6873,2.06,3,4
6874,-0.6599999999999999,1,1
6875,3.18,3,2
6876,0.4100000000000002,1,0
6877,0.4200000000000002,1,4
6878,-2.83,1,2
6879,2.07,3,4
6880,0.4300000000000002,1,1
6881,-2.82,1,0
6882,0.4400000000000002,1,0
6883,-2.81,1,1
6884,1.4600000000000002,2,0
6885,3.19,4,1
6886,0.4500000000000002,1,3
6887,2.08,3,4
6888,1.4700000000000002,2,0
6889,-1.82,1,2
6890,1.4800000000000002,2,1
6891,-0.6499999999999999,1,4
6892,3.2,4,2
6893,-0.6399999999999999,1,0
6894,1.4900000000000002,3,0
6895,2.09,3,4
6896,-1.81,1,0
6897,0.4600000000000002,1,3
6898,3.21,3,3
6899,1.0,2,1
6900,1.01,2,2
6901,3.22,4,3
6902,-1.8,1,4
6903,0.4700000000000002,1,1
6904,2.1,3,0
6905,3.23,4,3
6906,-0.6299999999999999,1,0
6907,1.02,2,4
6908,-1.79,1,3
6909,-0.6199999999999999,1,4
6910,-0.6099999999999999,1,0
6911,-2.8,1,2
6912,3.24,4,0
6913,-0.5999999999999999,1,1
6914,2.11,3,0
6915,-0.5899999999999999,1,3
6916,3.25,4,0
6917,0.4800000000000002,1,0
6918,3.26,4,4
6919,-1.78,1,1
6920,2.12,1,4
6921,0.4900000000000002,1,4
6922,-2.79,1,4
6923,-2.78,1,3
6924,0.0,1,0
6925,1.03,2,4
6926,3.27,4,3
6927,-1.77,1,4
6928,0.01,1,2
6929,3.28,4,4
6930,3.29,4,2
6931,2.13,3,1
6932,0.02,1,0
6933,-1.76,1,4
6934,0.03,1,0
6935,3.3000000000000003,4,4
6936,2.14,2,4
6937,1.04,2,4
6938,0.04,1,4
6939,-0.5799999999999998,1,0
6940,-0.5699999999999998,1,4
6941,-0.5599999999999998,1,4
6942,2.15,3,0
6943,-1.75,1,0
6944,3.31,4,4
6945,-0.5499999999999998,1,4
6946,1.05,2,4
6947,3.3200000000000003,4,2
6948,1.06,2,4
6949,-0.5399999999999998,1,0
6950,-0.5299999999999998,1,4
6951,3.33,4,4
6952,1.07,2,0
6953,-1.74,1,4
6954,2.16,3,1
6955,2.17,3,1
6956,1.08,2,4
6957,-0.5199999999999998,1,4
6958,-1.73,1,4
6959,-2.77,1,1
6960,2.18,4,0
6961,3.3400000000000003,4,3
6962,-0.5099999999999998,1,4
6963,3.35,3,0
6964,-1.0,1,0
6965,1.09,2,4
6966,-0.99,1,4
6967,-1.72,1,4
6968,-0.98,1,4
6969,2.19,3,0
6970,1.1,2,4
6971,0.05,1,4
6972,1.11,2,0
6973,-1.71,1,4
6974,0.06,1,4
6975,3.3600000000000003,3,3
6976,2.2,3,0
6977,3.37,4,4
6978,-0.97,1,0
6979,3.3800000000000003,4,2
6980,1.12,2,4
6981,1.13,2,4
6982,-0.96,1,4
6983,3.39,4,3
6984,2.21,3,0
6985,-2.76,1,0
6986,2.22,3,0
6987,3.4000000000000004,4,0
6988,-2.75,1,0
6989,-1.7,1,0
6990,2.23,3,0
6991,-1.69,1,0
6992,-1.68,1,4
6993,3.41,4,4
6994,1.14,2,1
6995,3.4200000000000004,4,0
6996,3.43,4,1
6997,-0.95,1,4
6998,-1.67,1,4
6999,-1.66,1,0
7000,0.07,1,1
7001,-2.74,1,4
7002,0.08,1,4
7003,0.09,1,4
7004,-0.94,1,0
7005,1.15,2,4
7006,-0.93,1,0
7007,-2.73,1,2
7008,3.4400000000000004,4,2
7009,0.0999999999999999,1,3
7010,0.1099999999999999,1,4
7011,1.16,2,4
7012,-1.65,1,4
7013,2.24,3,4
7014,-0.92,1,4
7015,1.17,2,4
7016,-2.72,1,4
7017,-1.64,1,3
7018,-1.63,1,0
7019,2.25,3,4
7020,3.45,4,4
7021,3.4600000000000004,3,2
7022,1.18,2,4
7023,2.26,3,4
7024,3.47,4,4
7025,2.27,4,1
7026,-2.71,1,0
7027,2.28,3,0
7028,1.19,2,4
7029,0.1199999999999999,1,0
7030,2.29,3,0
7031,-1.62,1,1
7032,1.2,2,4
7033,0.1299999999999999,1,4
7034,0.1399999999999999,1,0
7035,1.21,2,0
7036,-0.91,1,2
7037,2.3000000000000003,3,4
7038,-1.61,1,0
7039,-0.9,1,4
7040,0.15,1,4
7041,3.4800000000000004,3,2
7042,3.49,4,4
7043,-1.6,1,4
7044,1.22,2,4
7045,1.23,2,4
7046,2.31,3,0
7047,-0.89,1,2
7048,3.0,3,2
7049,2.3200000000000003,3,0
7050,0.16,1,4
7051,1.24,2,4
7052,-1.59,1,0
7053,-2.7,1,0
7054,-2.69,1,4
7055,2.33,3,4
7056,2.3400000000000003,3,0
7057,0.17,1,4
7058,3.01,4,1
7059,3.02,3,0
7060,1.25,2,4
7061,-1.5799999999999998,1,2
7062,-0.88,1,4
7063,3.03,4,4
7064,3.04,3,2
7065,-2.68,1,4
7066,-0.87,1,0
7067,-1.5699999999999998,1,0
7068,-2.67,1,0
7069,3.05,4,4
7070,-1.5599999999999998,1,0
7071,-1.5499999999999998,1,0
7072,0.18,1,4
7073,1.26,2,4
7074,0.19,1,1
7075,1.27,2,4
7076,2.35,3,4
7077,-0.86,1,0
7078,0.2,1,4
7079,-0.85,1,4
7080,-0.84,1,4
7081,2.3600000000000003,3,4
7082,0.21,1,0
7083,3.06,4,3
7084,-0.83,1,0
7085,2.37,3,4
7086,-1.5399999999999998,1,3
7087,0.22,1,4
7088,-1.5299999999999998,1,0
7089,3.07,4,3
7090,2.3800000000000003,3,0
7091,1.28,2,4
7092,-0.82,1,0
7093,1.29,3,4
7094,2.39,3,4
7095,3.08,3,4
7096,2.4000000000000004,3,0
7097,1.3,2,4
7098,3.09,4,4
7099,2.41,4,4
7100,2.4200000000000004,3,4
7101,-1.5199999999999998,1,4
7102,0.23,1,4
7103,-2.66,1,4
7104,1.31,2,0
7105,1.32,2,4
7106,0.24,1,2
7107,2.43,3,4
7108,-0.8099999999999999,1,0
7109,3.1,4,4
7110,2.4400000000000004,3,4
7111,-0.7999999999999999,1,4
7112,2.45,3,2
7113,3.11,3,3
7114,3.12,4,0
7115,1.33,2,4
7116,-0.7899999999999999,1,1
7117,-1.5099999999999998,1,0
7118,-2.0,1,0
7119,-2.65,1,0
7120,-1.99,1,4
7121,2.4600000000000004,4,4
7122,-1.98,1,2
7123,1.34,2,4
7124,-1.97,1,1
7125,0.25,1,0
7126,0.26,1,4
7127,-1.96,1,4
7128,3.13,4,2
7129,1.35,2,0
7130,-0.7799999999999999,1,0
7131,2.47,3,4
7132,-1.95,1,1
7133,-0.7699999999999999,1,2
7134,-1.94,1,0
7135,2.4800000000000004,3,0
7136,-0.7599999999999999,1,4
7137,1.36,2,0
7138,2.49,3,2
7139,-0.75,1,4
7140,1.37,2,3
7141,1.38,2,1
7142,3.14,4,2
7143,-0.74,1,3
7144,-0.73,1,4
7145,-0.72,1,3
7146,-1.93,1,4
7147,2.0,3,2
7148,-0.71,1,2
7149,0.2700000000000001,1,0
7150,3.15,4,0
7151,1.39,2,4
7152,0.2800000000000001,1,3
7153,-0.7,1,0
7154,-1.92,1,0
7155,3.16,3,4
7156,-0.69,1,4
7157,0.2900000000000001,1,4
7158,-1.91,1,0
7159,1.4,2,4
7160,-1.9,1,3
7161,1.41,2,2
7162,3.17,4,3
7163,3.18,4,4
7164,0.3000000000000001,1,1
7165,-0.6799999999999999,1,2
7166,3.19,4,2
7167,0.3100000000000001,1,3
7168,0.3200000000000001,1,0
7169,-0.6699999999999999,1,1
7170,-1.89,1,0
7171,3.2,3,2
7172,0.3300000000000001,1,3
7173,-1.88,1,3
7174,-1.87,1,0
7175,-1.86,1,4
7176,3.21,4,0
7177,1.4200000000000002,2,3
7178,3.22,3,2
7179,-1.85,1,4
7180,2.01,3,1
7181,2.02,3,4
7182,-0.6599999999999999,1,4
7183,0.3400000000000001,1,0
7184,-0.6499999999999999,1,4
7185,-1.84,1,0
7186,-0.6399999999999999,1,3
7187,2.03,3,0
7188,-1.83,1,0
7189,-0.6299999999999999,1,0
7190,3.23,4,3
7191,0.3500000000000001,1,0
7192,2.04,4,4
7193,0.3600000000000001,1,1
7194,-0.6199999999999999,1,4
7195,-2.64,1,4
7196,1.4300000000000002,3,2
7197,1.4400000000000002,2,0
7198,3.24,4,0
7199,2.05,3,0
7200,-1.82,1,0
7201,-2.63,3,0
7202,-0.6099999999999999,1,0
7203,3.25,4,3
7204,-0.5999999999999999,1,4
7205,2.06,3,0
7206,-1.81,1,4
7207,0.3700000000000001,1,4
7208,0.3800000000000001,1,4
7209,-0.5899999999999999,1,2
7210,1.4500000000000002,2,4
7211,3.26,4,1
7212,2.07,4,4
7213,1.4600000000000002,2,1
7214,1.4700000000000002,2,4
7215,-1.8,1,0
7216,3.27,4,3
7217,3.28,3,4
7218,-1.79,1,4
7219,0.3900000000000002,1,4
7220,-2.62,1,0
7221,3.29,4,3
7222,2.08,3,0
7223,-1.78,1,2
7224,-0.5799999999999998,1,4
7225,3.3000000000000003,4,0
7226,1.4800000000000002,2,0
7227,-2.61,1,0
7228,0.4000000000000002,1,1
7229,0.4100000000000002,1,0
7230,2.09,3,4
7231,-0.5699999999999998,1,1
7232,2.1,3,0
7233,-1.77,1,0
7234,2.11,3,4
7235,1.4900000000000002,2,4
7236,-1.76,1,2
7237,2.12,3,0
7238,-0.5599999999999998,1,4
7239,0.4200000000000002,1,1
7240,-2.6,1,4
7241,-2.59,1,0
7242,-2.58,1,3
7243,3.31,3,4
7244,0.4300000000000002,1,0
7245,-0.5499999999999998,1,3
7246,-1.75,1,4
7247,2.13,3,1
7248,0.4400000000000002,1,4
7249,-1.74,1,0
7250,1.0,2,3
7251,1.01,2,4
7252,0.4500000000000002,1,0
7253,-1.73,1,0
7254,2.14,3,3
7255,-1.72,1,4
7256,3.3200000000000003,4,4
7257,-1.71,1,4
7258,-2.57,1,0
7259,0.4600000000000002,1,2
7260,-0.5399999999999998,1,4
7261,2.15,3,4
7262,3.33,3,3
7263,-0.5299999999999998,1,4
7264,-1.7,1,4
7265,-2.56,1,4
7266,3.3400000000000003,4,1
7267,-1.69,1,0
7268,0.4700000000000002,1,0
7269,-2.55,1,4
7270,2.16,3,4
7271,-2.54,1,2
7272,3.35,4,0
7273,-2.53,1,3
7274,-1.68,1,0
7275,-1.67,1,3
7276,1.02,2,1
7277,0.4800000000000002,1,4
7278,-2.52,1,3
7279,-1.66,1,4
7280,1.03,2,4
7281,3.3600000000000003,3,3
7282,0.4900000000000002,1,3
7283,2.17,3,3
7284,0.0,1,4
7285,-0.5199999999999998,1,4
7286,-0.5099999999999998,1,0
7287,-1.0,1,3
7288,1.04,2,0
7289,-0.99,1,4
7290,-1.65,1,0
7291,-0.98,1,0
7292,0.01,1,4
7293,0.02,1,2
7294,2.18,3,0
7295,-2.51,1,4
7296,0.03,1,1
7297,3.37,4,3
7298,3.3800000000000003,4,3
7299,3.39,3,1
7300,0.04,1,0
7301,-1.64,1,0
7302,-0.97,1,0
7303,2.19,3,0
7304,3.4000000000000004,3,4
7305,0.05,1,2
7306,2.2,3,1
7307,2.21,4,2
7308,-0.96,1,2
7309,-3.0,1,4
7310,2.22,3,2
7311,3.41,3,3
7312,0.06,1,3
7313,-0.95,1,2
7314,2.23,4,4
7315,-2.99,1,1
7316,1.05,2,0
7317,1.06,2,4
7318,-0.94,1,4
7319,-0.93,1,3
7320,-0.92,1,3
7321,-1.63,1,3
7322,-2.98,1,0
7323,-0.91,1,0
7324,3.4200000000000004,4,2
7325,3.43,4,1
7326,-0.9,1,0
7327,-0.89,1,4
7328,2.24,3,4
7329,-1.62,1,4
7330,2.25,3,4
7331,2.26,3,0
7332,-2.97,1,3
7333,3.4400000000000004,4,4
7334,-1.61,1,0
7335,-1.6,1,4
7336,-0.88,1,0
7337,-1.59,1,4
7338,-0.87,1,0
7339,2.27,3,4
7340,0.07,1,3
7341,2.28,3,4
7342,-1.5799999999999998,1,0
7343,-2.96,1,0
7344,0.08,1,0
7345,3.45,4,4
7346,-0.86,1,4
7347,3.4600000000000004,4,2
7348,-0.85,1,0
7349,-0.84,1,0
7350,1.07,2,0
7351,3.47,3,1
7352,3.4800000000000004,3,2
7353,3.49,4,4
7354,1.08,2,4
7355,0.09,1,1
7356,3.0,4,4
7357,-2.95,1,4
7358,3.01,4,2
7359,3.02,3,2
7360,3.03,4,3
7361,-2.94,3,4
7362,1.09,2,2
7363,2.29,3,4
7364,-1.5699999999999998,1,4
7365,2.3000000000000003,3,4
7366,1.1,2,2
7367,-1.5599999999999998,1,4
7368,3.04,4,1
7369,3.05,4,4
7370,-1.5499999999999998,1,0
7371,-1.5399999999999998,1,0
7372,-1.5299999999999998,1,4
7373,3.06,6,3
7374,1.11,2,4
7375,-0.83,1,4
7376,0.0999999999999999,1,4
7377,3.07,4,4
7378,-2.93,1,1
7379,0.1099999999999999,1,1
7380,-2.92,1,4
7381,2.31,3,0
7382,2.3200000000000003,3,4
7383,0.1199999999999999,1,0
7384,-1.5199999999999998,1,3
7385,2.33,3,4
7386,2.3400000000000003,3,4
7387,-2.91,1,0
7388,-1.5099999999999998,1,0
7389,-0.82,1,1
7390,1.12,2,3
7391,0.1299999999999999,1,4
7392,1.13,2,1
7393,-0.8099999999999999,1,4
7394,-2.9,1,4
7395,0.1399999999999999,1,4
7396,3.08,3,2
7397,0.15,1,3
7398,-0.7999999999999999,1,0
7399,-2.89,1,0
7400,2.35,3,0
7401,3.09,4,0
7402,2.3600000000000003,3,0
7403,0.16,1,4
7404,-0.7899999999999999,1,3
7405,-2.88,1,0
7406,2.37,3,4
7407,1.14,2,2
7408,-2.87,1,0
7409,0.17,1,2
7410,-2.0,1,0
7411,2.3800000000000003,3,2
7412,-1.99,1,4
7413,-1.98,1,4
7414,-0.7799999999999999,1,4
7415,0.18,1,0
7416,3.1,4,3
7417,-0.7699999999999999,1,4
7418,1.15,2,4
7419,-2.86,1,3
7420,1.16,2,4
7421,3.11,4,2
7422,1.17,2,0
7423,1.18,2,3
7424,-0.7599999999999999,1,4
7425,0.19,1,3
7426,0.2,1,4
7427,2.39,3,4
7428,-2.85,1,1
7429,-0.75,1,4
7430,3.12,3,1
7431,3.13,4,4
7432,-0.74,1,4
7433,-0.73,1,1
7434,-1.97,1,0
7435,0.21,1,3
7436,-1.96,1,3
7437,2.4000000000000004,3,4
7438,-2.84,1,4
7439,-0.72,1,1
7440,-0.71,1,4
7441,-1.95,1,0
7442,0.22,1,0
7443,-0.7,1,2
7444,-0.69,1,4
7445,-1.94,1,0
7446,-1.93,1,4
7447,-1.92,1,4
7448,0.23,1,2
7449,2.41,3,0
7450,-1.91,1,0
7451,3.14,4,0
7452,-0.6799999999999999,1,3
7453,1.19,2,4
7454,-2.83,1,4
7455,-1.9,1,4
7456,3.15,4,3
7457,3.16,4,1
7458,0.24,1,4
7459,-1.89,1,4
7460,-2.82,1,0
7461,0.25,1,4
7462,2.4200000000000004,3,4
7463,2.43,3,4
7464,-0.6699999999999999,1,0
7465,2.4400000000000004,3,1
7466,3.17,4,4
7467,-1.88,1,0
7468,3.18,3,3
7469,0.26,1,0
7470,-0.6599999999999999,1,4
7471,-1.87,1,0
7472,-1.86,1,4
7473,3.19,4,2
7474,-1.85,1,1
7475,-1.84,1,4
7476,2.45,3,2
7477,0.2700000000000001,1,4
7478,-2.81,1,4
7479,-0.6499999999999999,1,0
7480,-1.83,1,0
7481,-0.6399999999999999,1,0
7482,-1.82,1,0
7483,2.4600000000000004,3,4
7484,3.2,4,4
7485,3.21,4,4
7486,2.47,3,4
7487,1.2,2,4
7488,-2.8,1,0
7489,2.4800000000000004,3,3
7490,-1.81,1,0
7491,-0.6299999999999999,1,0
7492,0.2800000000000001,1,0
7493,2.49,3,3
7494,2.0,3,4
7495,-0.6199999999999999,1,4
7496,3.22,4,3
7497,-1.8,1,0
7498,2.01,3,4
7499,-0.6099999999999999,1,0
7500,-0.5999999999999999,1,0
7501,2.02,3,4
7502,2.03,3,4
7503,0.2900000000000001,1,1
7504,1.21,2,0
7505,-1.79,1,2
7506,-1.78,1,4
7507,1.22,2,1
7508,-2.79,1,4
7509,-1.77,1,0
7510,0.3000000000000001,1,0
7511,-0.5899999999999999,1,0
7512,1.23,2,4
7513,-2.78,1,4
7514,-2.77,1,4
7515,-1.76,1,2
7516,-0.5799999999999998,1,4
7517,-1.75,1,0
7518,-0.5699999999999998,1,4
7519,2.04,4,4
7520,3.23,6,4
7521,0.3100000000000001,1,3
7522,0.3200000000000001,1,0
7523,3.24,4,4
7524,2.05,3,4
7525,-1.74,1,3
7526,-0.5599999999999998,1,4
7527,1.24,2,0
7528,-0.5499999999999998,1,4
7529,-1.73,1,4
7530,-2.76,1,2
7531,-0.5399999999999998,1,4
7532,0.3300000000000001,1,4
7533,1.25,2,4
7534,3.25,4,2
7535,-1.72,1,4
7536,-0.5299999999999998,1,4
7537,1.26,2,4
7538,0.3400000000000001,1,4
7539,-2.75,1,2
7540,2.06,3,4
7541,3.26,4,1
7542,1.27,2,3
7543,1.28,2,0
7544,2.07,3,4
7545,-1.71,1,4
7546,-0.5199999999999998,1,4
7547,1.29,2,0
7548,1.3,2,4
7549,0.3500000000000001,1,4
7550,0.3600000000000001,1,4
7551,3.27,4,2
7552,3.28,4,1
7553,-0.5099999999999998,1,4
7554,-1.0,1,2
7555,1.31,2,4
7556,-1.7,1,4
7557,3.29,4,2
7558,3.3000000000000003,4,4
7559,3.31,4,2
7560,-1.69,1,0
7561,-1.68,1,4
7562,2.08,3,4
7563,3.3200000000000003,3,1
7564,-2.74,1,4
7565,-2.73,1,0
7566,1.32,2,1
7567,-0.99,1,1
7568,-0.98,1,2
7569,-2.72,1,0
7570,-0.97,1,0
7571,-2.71,1,4
7572,0.3700000000000001,1,0
7573,-0.96,1,4
7574,1.33,2,0
7575,-0.95,1,4
7576,-1.67,1,1
7577,3.33,4,2
7578,-2.7,1,0
7579,3.3400000000000003,3,1
7580,-1.66,1,0
7581,-1.65,1,4
7582,-2.69,1,0
7583,3.35,4,3
7584,-1.64,1,4
7585,-1.63,1,0
7586,-2.68,1,4
7587,3.3600000000000003,4,3
7588,-0.94,1,0
7589,2.09,3,3
7590,3.37,4,0
7591,2.1,3,0
7592,-0.93,1,1
7593,2.11,3,0
7594,-2.67,1,3
7595,1.34,2,0
7596,-0.92,1,0
7597,2.12,3,0
7598,2.13,3,0
7599,-2.66,1,3
7600,-1.62,1,4
7601,-1.61,1,1
7602,1.35,2,0
7603,0.3800000000000001,1,4
7604,-0.91,1,0
7605,3.3800000000000003,4,3
7606,1.36,2,4
7607,2.14,3,0
7608,-0.9,1,4
7609,0.3900000000000002,1,4
7610,2.15,3,4
7611,-0.89,1,0
7612,0.4000000000000002,1,4
7613,1.37,2,0
7614,1.38,2,4
7615,2.16,3,3
7616,-2.65,1,4
7617,1.39,2,4
7618,-0.88,1,2
7619,2.17,3,0
7620,-1.6,1,0
7621,-1.59,1,4
7622,0.4100000000000002,1,4
7623,-0.87,1,4
7624,1.4,2,2
7625,0.4200000000000002,1,2
7626,2.18,4,3
7627,-0.86,1,4
7628,-0.85,1,2
7629,-0.84,1,0
7630,-1.5799999999999998,1,0
7631,0.4300000000000002,1,3
7632,-0.83,1,0
7633,2.19,3,0
7634,0.4400000000000002,1,0
7635,1.41,2,4
7636,2.2,3,3
7637,1.4200000000000002,2,0
7638,0.4500000000000002,1,4
7639,-2.64,3,4
7640,3.39,3,4
7641,-0.82,1,1
7642,1.4300000000000002,2,1
7643,-0.8099999999999999,1,3
7644,-0.7999999999999999,1,0
7645,2.21,3,0
7646,-0.7899999999999999,1,4
7647,0.4600000000000002,1,4
7648,-2.63,1,4
7649,3.4000000000000004,4,4
7650,1.4400000000000002,2,4
7651,1.4500000000000002,2,0
7652,-0.7799999999999999,1,0
7653,0.4700000000000002,1,4
7654,-1.5699999999999998,1,2
7655,0.4800000000000002,1,3
7656,0.4900000000000002,1,0
7657,0.0,1,2
7658,-0.7699999999999999,1,4
7659,-1.5599999999999998,1,0
7660,3.41,3,4
7661,-1.5499999999999998,1,1
7662,-1.5399999999999998,1,0
7663,1.4600000000000002,2,0
7664,3.4200000000000004,4,4
7665,-0.7599999999999999,1,0
7666,0.01,1,1
7667,3.43,3,2
7668,-1.5299999999999998,1,4
7669,-1.5199999999999998,1,0
7670,-2.62,1,4
7671,3.4400000000000004,4,0
7672,2.22,4,0
7673,-1.5099999999999998,1,0
7674,-2.61,1,0
7675,-0.75,1,0
7676,1.4700000000000002,2,3
7677,0.02,1,4
7678,-0.74,1,3
7679,0.03,1,4
7680,3.45,6,2
7681,-2.6,1,4
7682,0.04,1,4
7683,-0.73,1,4
7684,1.4800000000000002,2,4
7685,3.4600000000000004,4,3
7686,-0.72,1,0
7687,-2.0,1,0
7688,2.23,3,4
7689,-0.71,1,1
7690,-1.99,1,0
7691,3.47,4,0
7692,-0.7,1,4
7693,-0.69,1,1
7694,0.05,1,1
7695,-1.98,1,0
7696,1.4900000000000002,2,0
7697,3.4800000000000004,4,0
7698,1.0,2,0
7699,-0.6799999999999999,1,4
7700,2.24,3,0
7701,3.49,4,4
7702,-0.6699999999999999,1,4
7703,1.01,2,1
7704,-1.97,1,0
7705,2.25,3,4
7706,1.02,2,4
7707,3.0,4,3
7708,-1.96,1,2
7709,-1.95,1,0
7710,-1.94,1,0
7711,-2.59,1,4
7712,1.03,2,4
7713,1.04,2,1
7714,-0.6599999999999999,1,3
7715,3.01,3,4
7716,1.05,2,3
7717,1.06,2,4
7718,-2.58,1,1
7719,0.06,1,0
7720,1.07,2,4
7721,2.26,3,2
7722,-2.57,1,3
7723,-1.93,1,0
7724,3.02,4,4
7725,3.03,6,4
7726,2.27,4,0
7727,2.28,3,0
7728,2.29,4,4
7729,3.04,3,4
7730,3.05,4,3
7731,-1.92,1,0
7732,2.3000000000000003,3,0
7733,1.08,2,4
7734,-0.6499999999999999,1,1
7735,-1.91,1,4
7736,2.31,3,0
7737,-1.9,1,4
7738,-1.89,1,0
7739,-1.88,1,2
7740,-1.87,1,3
7741,2.3200000000000003,3,4
7742,0.07,1,0
7743,2.33,3,4
7744,-1.86,1,4
7745,0.08,1,4
7746,2.3400000000000003,3,4
7747,-0.6399999999999999,1,0
7748,3.06,4,4
7749,-0.6299999999999999,1,0
