Material Index,Materials Difficulty,Questions Numbers,Topics
1168,-0.6499999999999999,1,0
1169,2.33,3,3
1170,-1.83,1,4
1171,-2.96,1,0
1172,0.4700000000000002,1,4
1173,3.24,4,2
1174,3.25,4,3
1175,1.15,2,0
1176,1.16,2,4
1177,-1.82,1,4
1178,3.26,4,4
1179,3.27,4,2
1180,-1.81,1,1
1181,1.17,2,4
1182,-1.8,1,2
1183,-2.95,1,4
1184,-1.79,1,4
1185,3.28,4,4
1186,0.4800000000000002,1,4
1187,-2.94,1,4
1188,2.3400000000000003,3,2
1189,1.18,2,1
1190,1.19,2,0
1191,0.4900000000000002,1,2
1192,-2.93,1,3
1193,-1.78,1,4
1194,-1.77,1,0
1195,3.29,4,2
1196,-0.6399999999999999,1,4
1197,1.2,2,4
1198,0.0,1,2
1199,2.35,3,2
1200,1.21,2,4
1201,1.22,2,1
1202,-0.6299999999999999,1,4
1203,0.01,1,0
1204,-2.92,1,4
1205,0.02,1,4
1206,-0.6199999999999999,1,4
1207,0.03,1,4
1208,-2.91,1,2
1209,-1.76,1,3
1210,-1.75,1,2
1211,-1.74,1,2
1212,3.3000000000000003,4,3
1213,-0.6099999999999999,1,0
1214,-1.73,1,0
1215,-1.72,1,4
1216,1.23,2,1
1217,-0.5999999999999999,1,4
1218,1.24,2,4
1219,2.3600000000000003,3,0
1220,-0.5899999999999999,1,0
1221,3.31,4,3
1222,2.37,3,4
1223,-1.71,1,0
1224,-0.5799999999999998,1,0
1225,2.3800000000000003,3,4
1226,-1.7,1,0
1227,-1.69,1,1
1228,-0.5699999999999998,1,1
1229,3.3200000000000003,4,3
1230,3.33,3,2
1231,2.39,4,1
1232,-0.5599999999999998,1,1
1233,-0.5499999999999998,1,4
1234,-0.5399999999999998,1,2
1235,2.4000000000000004,3,4
1236,3.3400000000000003,4,3
1237,-2.9,1,0
1238,0.04,1,3
1239,0.05,3,2
1240,1.25,2,3
1241,0.06,1,3
1242,2.41,3,4
1243,1.26,2,4
1244,1.27,2,4
1245,-2.89,1,0
1246,3.35,3,4
1247,-0.5299999999999998,1,3
1248,-0.5199999999999998,1,3
1249,-1.68,1,0
1250,1.28,2,4
1251,3.3600000000000003,4,0
1252,1.29,2,4
1253,-0.5099999999999998,1,0
1254,-1.67,1,0
1255,1.3,2,3
1256,-1.0,1,3
1257,0.07,1,0
1258,1.31,2,4
1259,2.4200000000000004,3,2
1260,2.43,3,0
1261,1.32,2,4
1262,2.4400000000000004,3,0
1263,1.33,2,0
1264,3.37,4,4
1265,2.45,3,0
1266,0.08,1,0
1267,2.4600000000000004,3,2
1268,-0.99,1,0
1269,1.34,2,3
1270,-1.66,1,0
1271,-1.65,1,0
1272,-1.64,1,0
1273,0.09,1,4
1274,1.35,2,4
1275,-0.98,1,1
1276,1.36,2,4
1277,2.47,3,0
1278,3.3800000000000003,3,3
1279,3.39,3,4
1280,0.0999999999999999,1,4
1281,1.37,2,3
1282,2.4800000000000004,3,1
1283,-1.63,1,4
1284,-1.62,1,1
1285,-0.97,1,4
1286,0.1099999999999999,1,1
1287,3.4000000000000004,4,0
1288,3.41,4,3
1289,-0.96,1,4
1290,1.38,2,0
1291,3.4200000000000004,3,2
1292,-0.95,1,0
1293,0.1199999999999999,1,4
1294,1.39,2,1
1295,-1.61,1,0
1296,2.49,4,4
1297,1.4,2,4
1298,-0.94,1,0
1299,3.43,4,4
1300,1.41,2,4
1301,-0.93,1,0
1302,-2.88,1,2
1303,0.1299999999999999,1,4
1304,2.0,4,1
1305,3.4400000000000004,3,2
1306,0.1399999999999999,1,4
1307,3.45,3,2
1308,-0.92,1,4
1309,2.01,3,4
1310,-0.91,1,0
1311,0.15,1,4
1312,2.02,3,0
1313,-1.6,1,1
1314,2.03,3,4
1315,-0.9,1,0
1316,0.16,1,1
1317,3.4600000000000004,4,0
1318,-0.89,1,4
1319,1.4200000000000002,2,0
1320,2.04,3,3
1321,-2.87,1,0
1322,-0.88,1,0
1323,-0.87,1,4
1324,-0.86,1,0
1325,-1.59,1,2
1326,2.05,3,2
1327,0.17,1,0
1328,1.4300000000000002,2,4
1329,-0.85,1,0
1330,2.06,3,3
1331,0.18,1,0
1332,3.47,4,3
1333,-2.86,1,0
1334,-1.5799999999999998,1,0
1335,-1.5699999999999998,1,0
1336,2.07,3,4
1337,2.08,3,4
1338,-1.5599999999999998,1,4
1339,-2.85,1,4
1340,-0.84,1,4
1341,-0.83,1,0
1342,-1.5499999999999998,3,4
1343,3.4800000000000004,4,0
1344,0.19,1,0
1345,-1.5399999999999998,1,3
1346,-2.84,1,1
1347,1.4400000000000002,2,4
1348,3.49,3,4
1349,-1.5299999999999998,1,4
1350,-0.82,1,3
1351,-1.5199999999999998,1,4
1352,1.4500000000000002,2,0
1353,0.2,1,4
1354,-2.83,1,0
1355,2.09,3,4
1356,3.0,4,2
1357,1.4600000000000002,2,4
1358,1.4700000000000002,2,4
1359,-2.82,1,0
1360,-0.8099999999999999,1,4
1361,-0.7999999999999999,1,4
1362,-1.5099999999999998,1,4
1363,-2.0,1,0
1364,2.1,3,0
1365,3.01,4,2
1366,2.11,3,4
1367,1.4800000000000002,2,4
1368,3.02,3,2
1369,-0.7899999999999999,1,4
1370,1.4900000000000002,2,0
1371,1.0,2,4
1372,-0.7799999999999999,1,4
1373,-0.7699999999999999,1,4
1374,-1.99,1,0
1375,2.12,3,2
1376,0.21,1,0
1377,-0.7599999999999999,1,0
1378,2.13,3,4
1379,2.14,3,4
1380,2.15,3,0
1381,0.22,1,2
1382,1.01,2,4
1383,2.16,3,4
1384,1.02,2,4
1385,3.03,4,4
1386,0.23,1,3
1387,0.24,1,4
1388,0.25,1,4
1389,0.26,1,0
1390,-0.75,1,4
1391,3.04,4,1
1392,2.17,3,4
1393,1.03,2,4
1394,-0.74,1,0
1395,2.18,3,0
1396,-0.73,1,0
1397,2.19,3,0
1398,-0.72,1,4
1399,-0.71,1,4
1400,3.05,4,0
1401,3.06,4,2
1402,2.2,3,4
1403,1.04,2,3
1404,2.21,3,4
1405,1.05,2,2
1406,0.2700000000000001,1,4
1407,-0.7,1,4
1408,0.2800000000000001,1,4
1409,-1.98,1,2
1410,-0.69,1,2
1411,1.06,4,4
1412,1.07,2,0
1413,1.08,2,0
1414,1.09,2,4
1415,2.22,3,4
1416,2.23,3,4
1417,-1.97,1,0
1418,-0.6799999999999999,1,4
1419,0.2900000000000001,1,4
1420,1.1,2,0
1421,1.11,2,4
1422,-0.6699999999999999,1,3
1423,-1.96,1,0
1424,-0.6599999999999999,1,4
1425,0.3000000000000001,1,3
1426,-1.95,1,0
1427,-2.81,1,4
1428,-1.94,1,3
1429,-1.93,1,0
1430,-0.6499999999999999,1,0
1431,1.12,2,4
1432,3.07,4,4
1433,2.24,3,0
1434,3.08,4,4
1435,-0.6399999999999999,1,4
1436,-2.8,1,4
1437,3.09,3,2
1438,3.1,4,2
1439,-1.92,1,4
1440,-1.91,1,4
1441,-1.9,1,4
1442,2.25,3,2
1443,3.11,4,4
1444,2.26,3,0
1445,-0.6299999999999999,1,4
1446,2.27,3,2
1447,-0.6199999999999999,1,4
1448,1.13,2,3
1449,0.3100000000000001,1,4
1450,-0.6099999999999999,1,4
1451,-0.5999999999999999,1,4
1452,0.3200000000000001,1,0
1453,3.12,3,2
1454,2.28,3,0
1455,3.13,3,0
1456,0.3300000000000001,1,4
1457,-0.5899999999999999,1,0
1458,0.3400000000000001,1,0
1459,2.29,3,3
1460,1.14,2,0
1461,-2.79,1,4
1462,-1.89,1,0
1463,-1.88,1,4
1464,0.3500000000000001,1,4
1465,-1.87,1,1
1466,0.3600000000000001,1,4
1467,3.14,4,2
1468,2.3000000000000003,3,2
1469,3.15,3,3
1470,2.31,3,4
1471,0.3700000000000001,1,1
1472,-0.5799999999999998,1,4
1473,-0.5699999999999998,1,2
1474,-1.86,1,2
1475,-2.78,1,0
1476,1.15,2,0
1477,3.16,4,4
1478,-2.77,1,4
1479,0.3800000000000001,1,1
1480,-2.76,1,0
1481,3.17,4,3
1482,-2.75,1,4
1483,3.18,4,4
1484,0.3900000000000002,1,4
1485,-1.85,1,1
1486,-2.74,1,0
1487,-1.84,1,0
1488,0.4000000000000002,1,4
1489,-2.73,1,0
1490,0.4100000000000002,1,4
1491,3.19,4,4
1492,-1.83,1,1
1493,1.16,2,4
1494,2.3200000000000003,3,2
1495,1.17,2,3
1496,2.33,3,0
1497,-2.72,1,0
1498,-2.71,1,4
1499,-2.7,1,2
1500,-1.82,1,4
1501,-0.5599999999999998,1,4
1502,-0.5499999999999998,1,0
1503,0.4200000000000002,1,0
1504,3.2,4,4
1505,2.3400000000000003,3,4
1506,1.18,2,3
1507,1.19,2,4
1508,3.21,4,0
1509,1.2,2,0
1510,-2.69,1,3
1511,-0.5399999999999998,1,4
1512,-2.68,1,4
1513,-0.5299999999999998,1,1
1514,-2.67,1,4
1515,-0.5199999999999998,1,2
1516,3.22,4,4
1517,0.4300000000000002,1,4
1518,-1.81,1,0
1519,-1.8,1,3
1520,-1.79,1,0
1521,1.21,2,3
1522,-2.66,1,0
1523,3.23,4,2
1524,3.24,4,4
1525,2.35,3,4
1526,1.22,2,0
1527,1.23,2,2
1528,2.3600000000000003,3,3
1529,3.25,4,4
1530,-1.78,1,2
1531,2.37,3,0
1532,-0.5099999999999998,1,0
1533,0.4400000000000002,1,0
1534,-1.0,1,3
1535,2.3800000000000003,3,4
1536,2.39,3,2
1537,0.4500000000000002,1,3
1538,3.26,4,4
1539,-0.99,1,0
1540,-2.65,1,3
1541,2.4000000000000004,3,4
1542,2.41,3,1
1543,2.4200000000000004,3,4
1544,-2.64,1,4
1545,2.43,3,4
1546,3.27,4,2
1547,-0.98,1,2
1548,-0.97,1,4
1549,2.4400000000000004,2,1
1550,2.45,3,3
1551,2.4600000000000004,3,4
1552,2.47,3,1
1553,-1.77,1,4
1554,1.24,2,0
1555,1.25,2,1
1556,-2.63,1,4
1557,3.28,4,0
1558,1.26,2,4
1559,0.4600000000000002,1,0
1560,1.27,2,0
1561,3.29,3,2
1562,1.28,2,0
1563,0.4700000000000002,1,0
1564,-1.76,1,4
1565,3.3000000000000003,4,4
1566,0.4800000000000002,1,0
1567,-1.75,1,0
1568,-0.96,1,2
1569,3.31,4,0
1570,0.4900000000000002,1,0
1571,0.0,1,4
1572,0.01,1,0
1573,-0.95,1,4
1574,-0.94,1,4
1575,-1.74,1,4
1576,-2.62,1,4
1577,0.02,1,4
1578,0.03,1,4
1579,2.4800000000000004,3,0
1580,-1.73,1,0
1581,-0.93,1,0
1582,0.04,1,0
1583,3.3200000000000003,4,2
1584,-0.92,1,0
1585,3.33,4,4
1586,2.49,3,0
1587,-1.72,1,4
1588,-0.91,1,4
1589,3.3400000000000003,4,0
1590,2.0,3,4
1591,0.05,1,4
1592,3.35,4,0
1593,3.3600000000000003,3,4
1594,2.01,3,3
1595,1.29,2,2
1596,1.3,2,4
1597,1.31,2,0
1598,2.02,3,3
1599,-2.61,1,4
1600,0.06,1,4
1601,1.32,2,4
1602,-2.6,1,3
1603,-0.9,1,1
1604,2.03,3,0
1605,-0.89,1,4
1606,2.04,3,3
1607,0.07,1,4
1608,3.37,3,3
1609,0.08,1,2
1610,-1.71,1,2
1611,0.09,1,4
1612,3.3800000000000003,3,1
1613,3.39,4,2
1614,0.0999999999999999,1,3
1615,-1.7,1,0
1616,-0.88,1,0
1617,0.1099999999999999,1,4
1618,0.1199999999999999,1,4
1619,2.05,3,0
1620,-0.87,1,0
1621,-1.69,1,0
1622,2.06,3,4
1623,0.1299999999999999,1,2
1624,-0.86,1,1
1625,0.1399999999999999,1,1
1626,0.15,1,3
1627,-1.68,1,4
1628,2.07,3,0
1629,0.16,1,4
1630,-0.85,1,4
1631,-0.84,1,2
1632,1.33,2,2
1633,-0.83,1,0
1634,-1.67,1,0
1635,1.34,2,0
1636,1.35,2,3
1637,3.4000000000000004,4,4
1638,-2.59,1,0
1639,-0.82,1,2
1640,-1.66,1,4
1641,2.08,3,3
1642,1.36,2,4
1643,-1.65,1,4
1644,-2.58,1,4
1645,-1.64,1,4
1646,3.41,4,4
1647,-1.63,1,0
1648,-0.8099999999999999,1,1
1649,-1.62,1,4
1650,-1.61,1,4
1651,-0.7999999999999999,1,2
1652,2.09,3,4
1653,3.4200000000000004,5,3
1654,-0.7899999999999999,1,0
1655,-1.6,1,4
1656,2.1,3,0
1657,2.11,3,0
1658,-0.7799999999999999,1,1
1659,-0.7699999999999999,1,2
1660,-1.59,1,0
1661,-2.57,1,0
1662,-2.56,1,4
1663,2.12,3,4
1664,2.13,3,0
1665,2.14,3,4
1666,1.37,2,4
1667,-2.55,1,3
1668,2.15,3,0
1669,-0.7599999999999999,1,0
1670,0.17,1,4
1671,3.43,4,2
1672,-0.75,1,1
1673,-2.54,1,0
1674,2.16,3,0
1675,2.17,3,4
1676,0.18,1,4
1677,2.18,3,4
1678,0.19,1,3
1679,2.19,3,4
1680,-0.74,1,0
1681,1.38,2,4
1682,0.2,1,4
1683,1.39,4,4
1684,0.21,1,1
1685,-1.5799999999999998,1,3
1686,0.22,1,3
1687,1.4,2,0
1688,-0.73,1,4
1689,0.23,1,4
1690,0.24,1,0
1691,0.25,1,4
1692,2.2,3,2
1693,2.21,4,0
1694,-2.53,1,1
1695,-1.5699999999999998,1,4
1696,-0.72,1,3
1697,-1.5599999999999998,1,1
1698,2.22,3,3
1699,-0.71,1,1
1700,0.26,1,4
1701,2.23,3,4
1702,-0.7,1,4
1703,1.41,2,4
1704,-1.5499999999999998,1,3
1705,3.4400000000000004,4,1
1706,3.45,4,4
1707,3.4600000000000004,4,0
1708,0.2700000000000001,1,1
1709,2.24,3,0
1710,-1.5399999999999998,1,0
1711,1.4200000000000002,2,1
1712,-1.5299999999999998,1,4
1713,0.2800000000000001,1,0
1714,-2.52,1,0
1715,1.4300000000000002,2,1
1716,0.2900000000000001,1,3
1717,3.47,4,2
1718,-0.69,1,4
1719,2.25,3,0
1720,2.26,3,4
1721,-1.5199999999999998,1,0
1722,3.4800000000000004,4,0
1723,-1.5099999999999998,1,0
1724,-2.0,1,0
1725,0.3000000000000001,1,0
1726,-1.99,1,0
1727,-0.6799999999999999,1,0
1728,3.49,4,4
1729,-2.51,1,4
1730,1.4400000000000002,2,4
1731,-0.6699999999999999,1,4
1732,3.0,5,4
1733,2.27,1,4
1734,3.01,6,3
1735,1.4500000000000002,2,0
1736,-0.6599999999999999,1,4
1737,2.28,3,0
1738,3.02,3,3
1739,-1.98,1,0
1740,-1.97,1,0
1741,2.29,3,4
1742,-1.96,1,4
1743,-3.0,1,3
1744,0.3100000000000001,1,4
1745,3.03,3,0
1746,3.04,4,3
1747,-0.6499999999999999,1,4
1748,1.4600000000000002,2,1
1749,-2.99,1,4
1750,-1.95,1,4
1751,1.4700000000000002,2,4
1752,0.3200000000000001,1,3
1753,0.3300000000000001,1,0
1754,-0.6399999999999999,1,0
1755,-1.94,1,4
1756,1.4800000000000002,2,4
1757,2.3000000000000003,3,3
1758,-2.98,1,0
1759,0.3400000000000001,1,2
1760,-1.93,1,2
1761,1.4900000000000002,2,4
1762,0.3500000000000001,1,0
1763,0.3600000000000001,1,4
1764,-0.6299999999999999,1,2
1765,-2.97,1,3
1766,-0.6199999999999999,1,0
1767,-0.6099999999999999,1,3
1768,2.31,4,0
1769,1.0,2,3
1770,2.3200000000000003,3,2
1771,2.33,3,4
1772,3.05,4,3
1773,1.01,2,4
1774,3.06,3,4
1775,0.3700000000000001,1,0
1776,0.3800000000000001,1,0
1777,-2.96,1,4
1778,2.3400000000000003,4,4
1779,0.3900000000000002,1,4
1780,2.35,3,2
1781,-1.92,1,0
1782,2.3600000000000003,3,0
1783,-0.5999999999999999,1,4
1784,1.02,2,0
1785,1.03,2,0
1786,-1.91,1,4
1787,0.4000000000000002,1,4
1788,1.04,2,4
1789,2.37,3,0
1790,2.3800000000000003,3,4
1791,-1.9,1,4
1792,-0.5899999999999999,1,2
1793,-0.5799999999999998,1,1
1794,3.07,4,3
1795,2.39,3,2
1796,-1.89,1,4
1797,3.08,4,4
1798,0.4100000000000002,1,0
1799,-1.88,1,1
1800,0.4200000000000002,1,4
1801,-1.87,1,2
1802,-0.5699999999999998,1,4
1803,1.05,2,4
1804,-2.95,1,4
1805,-1.86,1,0
1806,-2.94,1,0
1807,2.4000000000000004,3,4
1808,-2.93,1,3
1809,-2.92,1,0
1810,-0.5599999999999998,1,0
1811,-0.5499999999999998,1,0
1812,-0.5399999999999998,1,1
1813,2.41,3,0
1814,-1.85,1,4
1815,1.06,2,2
1816,3.09,4,0
1817,0.4300000000000002,1,4
1818,-1.84,1,0
1819,3.1,3,3
1820,-0.5299999999999998,1,3
1821,2.4200000000000004,3,4
1822,2.43,3,3
1823,3.11,4,1
1824,1.07,2,0
1825,-0.5199999999999998,1,0
1826,-0.5099999999999998,1,4
1827,1.08,2,2
1828,0.4400000000000002,1,4
1829,3.12,3,4
1830,-1.83,1,4
1831,-1.0,1,0
1832,3.13,4,1
1833,-2.91,1,4
1834,-1.82,1,0
1835,3.14,4,2
1836,-1.81,1,0
1837,-1.8,1,4
1838,-1.79,1,0
1839,0.4500000000000002,1,4
1840,-0.99,1,4
1841,1.09,2,0
1842,0.4600000000000002,1,4
1843,3.15,4,2
1844,2.4400000000000004,3,4
1845,3.16,4,2
1846,-1.78,1,0
1847,-0.98,1,3
1848,-0.97,1,4
1849,2.45,3,4
1850,2.4600000000000004,3,0
1851,-0.96,1,1
1852,-2.9,1,0
1853,3.17,4,3
1854,1.1,2,4
1855,1.11,2,4
1856,3.18,3,2
1857,-0.95,1,0
1858,-1.77,1,4
1859,-1.76,1,0
1860,-1.75,1,4
1861,-2.89,1,4
1862,2.47,3,4
1863,-1.74,1,0
1864,-1.73,1,4
1865,2.4800000000000004,3,4
1866,1.12,2,3
1867,3.19,4,3
1868,-1.72,1,4
1869,-0.94,1,4
1870,2.49,3,4
1871,2.0,3,4
1872,0.4700000000000002,1,0
1873,-0.93,1,4
1874,1.13,2,4
1875,-1.71,1,0
1876,-2.88,1,3
1877,0.4800000000000002,1,4
1878,1.14,2,1
1879,-0.92,1,0
1880,1.15,2,3
1881,3.2,3,3
1882,0.4900000000000002,1,4
1883,3.21,4,0
1884,3.22,3,2
1885,-0.91,1,1
1886,2.01,3,2
1887,-0.9,1,1
1888,-2.87,1,0
1889,3.23,3,0
1890,0.0,1,0
1891,2.02,3,4
1892,1.16,2,4
1893,0.01,1,3
1894,3.24,4,3
1895,1.17,2,1
1896,3.25,3,3
1897,-1.7,1,2
1898,0.02,1,0
1899,1.18,2,0
1900,0.03,1,4
1901,-2.86,1,4
1902,-1.69,1,0
1903,-1.68,1,0
1904,1.19,2,0
1905,3.26,4,2
1906,1.2,2,4
1907,0.04,1,2
1908,1.21,2,1
1909,0.05,1,0
1910,3.27,4,0
1911,1.22,2,1
1912,-1.67,1,4
1913,-0.89,1,0
1914,1.23,2,4
1915,-1.66,1,0
1916,-0.88,1,4
1917,-1.65,1,4
1918,0.06,1,4
1919,-0.87,1,4
1920,3.28,3,2
1921,1.24,2,4
1922,-1.64,1,0
1923,-0.86,1,2
1924,-0.85,1,4
1925,0.07,1,4
1926,0.08,1,4
1927,1.25,2,0
1928,-1.63,1,3
1929,-1.62,1,4
1930,2.03,3,4
1931,-0.84,1,4
1932,3.29,4,2
1933,-1.61,1,0
1934,3.3000000000000003,3,2
1935,3.31,4,4
1936,-0.83,1,4
1937,0.09,1,1
1938,3.3200000000000003,4,2
1939,-2.85,1,4
1940,-0.82,1,4
1941,2.04,3,0
1942,-0.8099999999999999,1,4
1943,-1.6,1,4
1944,-0.7999999999999999,1,4
1945,3.33,4,3
1946,2.05,3,1
1947,-1.59,1,2
1948,-0.7899999999999999,1,4
1949,3.3400000000000003,4,2
1950,-0.7799999999999999,1,4
1951,-2.84,1,0
1952,-2.83,1,0
1953,-0.7699999999999999,1,0
1954,-0.7599999999999999,1,4
1955,0.0999999999999999,1,2
1956,-0.75,1,4
1957,0.1099999999999999,1,0
1958,1.26,2,0
1959,-1.5799999999999998,1,0
1960,2.06,3,4
1961,1.27,2,3
1962,1.28,2,4
1963,-0.74,1,2
1964,0.1199999999999999,1,0
1965,2.07,3,4
1966,0.1299999999999999,1,1
1967,2.08,3,4
1968,-0.73,1,4
1969,-1.5699999999999998,1,2
1970,-0.72,1,4
1971,-0.71,1,4
1972,-0.7,1,1
1973,3.35,4,3
1974,1.29,2,4
1975,3.3600000000000003,4,0
1976,-0.69,1,4
1977,2.09,3,0
1978,3.37,4,3
1979,2.1,3,4
1980,2.11,3,0
1981,-1.5599999999999998,1,0
1982,0.1399999999999999,1,0
1983,0.15,1,4
1984,-1.5499999999999998,1,4
1985,3.3800000000000003,4,4
1986,2.12,4,2
1987,2.13,3,0
1988,-1.5399999999999998,1,0
1989,-2.82,1,4
1990,-2.81,1,0
1991,2.14,3,0
1992,2.15,3,0
1993,-1.5299999999999998,1,4
1994,-1.5199999999999998,1,4
1995,2.16,3,0
1996,-1.5099999999999998,1,4
1997,1.3,2,0
1998,3.39,3,0
1999,-2.0,1,3
2000,2.17,3,0
2001,0.16,1,0
2002,1.31,2,4
2003,-0.6799999999999999,1,4
2004,1.32,2,3
2005,-1.99,1,2
2006,-1.98,1,4
2007,-2.8,1,4
2008,2.18,3,0
2009,-1.97,1,4
2010,3.4000000000000004,3,2
2011,3.41,4,4
2012,-0.6699999999999999,1,0
2013,-1.96,1,4
2014,-0.6599999999999999,1,4
2015,0.17,1,1
2016,0.18,1,4
2017,-0.6499999999999999,1,0
2018,0.19,1,4
2019,3.4200000000000004,4,4
2020,-0.6399999999999999,1,4
2021,-0.6299999999999999,1,1
2022,-2.79,1,4
2023,2.19,3,0
2024,1.33,2,0
2025,0.2,1,4
2026,0.21,1,4
2027,2.2,3,4
2028,3.43,4,0
2029,2.21,3,0
2030,3.4400000000000004,4,2
2031,-0.6199999999999999,1,4
2032,0.22,1,0
2033,3.45,3,4
2034,-0.6099999999999999,1,1
2035,-2.78,1,4
2036,-1.95,1,0
2037,2.22,3,4
2038,-0.5999999999999999,1,4
2039,-1.94,1,3
2040,1.34,2,0
2041,-0.5899999999999999,1,1
2042,2.23,3,1
2043,3.4600000000000004,4,3
2044,3.47,4,3
2045,-0.5799999999999998,1,0
2046,2.24,3,0
2047,1.35,2,4
2048,2.25,4,4
2049,3.4800000000000004,3,2
2050,3.49,3,3
2051,-2.77,1,4
2052,1.36,2,4
2053,0.23,1,4
2054,-1.93,1,4
2055,-0.5699999999999998,1,0
2056,-1.92,1,2
2057,3.0,4,4
2058,1.37,2,4
2059,3.01,4,4
2060,2.26,3,0
2061,-0.5599999999999998,1,0
2062,2.27,3,0
2063,0.24,1,0
2064,0.25,1,0
2065,0.26,1,1
2066,1.38,2,4
2067,-0.5499999999999998,1,4
2068,-1.91,1,3
2069,-2.76,1,3
2070,3.02,4,3
2071,-1.9,1,0
2072,1.39,2,2
2073,-0.5399999999999998,1,0
2074,0.2700000000000001,1,4
2075,3.03,3,4
2076,-1.89,1,3
2077,3.04,4,3
2078,1.4,2,0
2079,3.05,4,2
2080,3.06,4,3
2081,-0.5299999999999998,1,1
2082,2.28,3,4
2083,-0.5199999999999998,1,0
2084,-0.5099999999999998,1,1
2085,2.29,3,4
2086,1.41,2,4
2087,3.07,4,0
2088,2.3000000000000003,3,2
2089,-1.0,1,4
2090,2.31,3,0
2091,2.3200000000000003,3,0
2092,0.2800000000000001,1,4
2093,1.4200000000000002,2,0
2094,2.33,3,0
2095,-1.88,1,0
2096,1.4300000000000002,2,0
2097,2.3400000000000003,3,3
2098,2.35,4,3
2099,3.08,4,4
2100,1.4400000000000002,2,0
2101,-2.75,1,4
2102,-1.87,1,0
2103,-0.99,1,4
2104,-2.74,1,4
2105,-1.86,1,3
2106,-1.85,1,4
2107,3.09,3,2
2108,0.2900000000000001,1,4
2109,2.3600000000000003,3,4
2110,2.37,3,4
2111,3.1,4,2
2112,-0.98,1,3
2113,-0.97,1,4
2114,-0.96,1,0
2115,-2.73,1,4
2116,3.11,4,4
2117,3.12,3,3
2118,3.13,4,4
2119,0.3000000000000001,1,4
2120,-0.95,1,4
2121,-0.94,1,4
2122,3.14,4,3
2123,2.3800000000000003,3,1
2124,-1.84,1,0
2125,3.15,3,2
2126,3.16,4,0
2127,2.39,3,1
2128,-2.72,1,4
2129,0.3100000000000001,1,4
2130,3.17,3,2
2131,-2.71,1,4
2132,2.4000000000000004,3,4
2133,-0.93,1,1
2134,2.41,3,3
2135,1.4500000000000002,2,2
2136,3.18,3,4
2137,-0.92,1,0
2138,0.3200000000000001,1,4
2139,2.4200000000000004,3,4
2140,1.4600000000000002,2,0
2141,1.4700000000000002,2,0
2142,2.43,3,0
2143,-0.91,1,1
2144,2.4400000000000004,3,3
2145,2.45,3,4
2146,-1.83,1,0
2147,-1.82,1,4
2148,0.3300000000000001,1,1
2149,1.4800000000000002,2,3
2150,3.19,4,4
2151,-1.81,1,0
2152,-1.8,1,0
2153,2.4600000000000004,4,0
2154,-0.9,1,0
2155,-1.79,1,0
2156,3.2,4,3
2157,-0.89,1,4
2158,1.4900000000000002,2,2
2159,-0.88,1,3
2160,-1.78,1,2
2161,-0.87,1,4
2162,0.3400000000000001,1,4
2163,0.3500000000000001,1,0
2164,3.21,4,4
2165,2.47,3,0
2166,0.3600000000000001,1,4
2167,-0.86,1,4
2168,0.3700000000000001,1,0
2169,2.4800000000000004,3,0
2170,1.0,2,0
2171,-1.77,1,1
2172,-0.85,1,4
2173,2.49,3,4
2174,3.22,4,4
2175,-0.84,1,4
2176,1.01,2,4
2177,-1.76,1,0
2178,2.0,3,0
2179,3.23,3,4
2180,2.01,3,4
2181,0.3800000000000001,1,4
2182,-2.7,1,4
2183,3.24,4,4
2184,1.02,2,0
2185,0.3900000000000002,1,1
2186,3.25,4,2
2187,0.4000000000000002,1,4
2188,2.02,3,0
2189,-1.75,1,4
2190,2.03,3,4
2191,-2.69,1,4
2192,3.26,4,4
2193,1.03,2,4
2194,-0.83,1,0
2195,3.27,4,0
2196,3.28,4,2
2197,2.04,3,4
2198,-1.74,1,0
2199,-0.82,1,2
2200,2.05,3,3
2201,2.06,3,3
2202,2.07,3,1
2203,0.4100000000000002,1,1
2204,-2.68,1,0
2205,-0.8099999999999999,1,1
2206,-0.7999999999999999,1,4
2207,-0.7899999999999999,1,4
2208,-1.73,1,0
2209,2.08,3,0
2210,-0.7799999999999999,1,4
2211,-1.72,1,0
2212,3.29,4,4
2213,0.4200000000000002,1,0
2214,-1.71,1,0
2215,2.09,3,4
2216,1.04,2,4
2217,3.3000000000000003,3,3
2218,-1.7,1,0
2219,2.1,3,1
2220,-1.69,1,0
2221,3.31,4,2
2222,-1.68,1,0
2223,-0.7699999999999999,1,4
2224,-1.67,1,2
2225,-0.7599999999999999,1,1
2226,3.3200000000000003,5,3
2227,0.4300000000000002,1,4
2228,-1.66,1,0
2229,0.4400000000000002,1,2
2230,-0.75,1,4
2231,-0.74,1,0
2232,-1.65,1,4
2233,-0.73,1,4
2234,-0.72,1,4
2235,-2.67,1,4
2236,3.33,4,4
2237,-0.71,1,2
2238,-1.64,1,4
2239,1.05,2,4
2240,-0.7,1,4
2241,3.3400000000000003,3,3
2242,3.35,4,2
2243,-2.66,1,4
2244,3.3600000000000003,4,0
2245,0.4500000000000002,1,4
2246,1.06,2,0
2247,-0.69,1,0
2248,-0.6799999999999999,1,0
2249,0.4600000000000002,1,0
2250,2.11,3,4
2251,0.4700000000000002,1,4
2252,2.12,3,4
2253,0.4800000000000002,1,1
2254,3.37,4,2
2255,2.13,3,0
2256,1.07,2,0
2257,0.4900000000000002,1,3
2258,0.0,1,0
2259,-0.6699999999999999,1,4
